id,sexo,edad,nivel_esc,esc_cve,lenguaje,cognitivas,sociales,tecnicas,puesto,trabajos_n,palabras_n,validaciones_n,contactos_n,rimbo_n,sostenimiento,experiencia,atractivo,confiable
3331,1,32,2,693,1,0,1,0,4,8,59,20,92,1,1,1,2,0
3340,1,32,1,1402,0,0,0,2,3,10,34,0,191,6,0,0,3,1
3341,1,31,2,1402,0,3,4,1,4,6,21,0,134,2,0,1,3,1
3342,2,29,2,1402,1,2,3,3,4,13,64,26,500,2,0,1,2,0
3343,2,29,2,1402,1,2,1,0,4,16,45,0,500,0,0,0,3,1
3344,2,29,2,1402,1,1,2,0,4,10,34,0,500,0,0,0,3,1
3345,2,30,1,1402,1,2,1,0,4,6,74,0,500,1,0,1,3,1
3346,2,35,2,1402,0,0,0,0,2,10,4,0,129,0,0,0,2,0
3347,2,29,1,1402,1,0,1,0,4,8,38,39,237,0,0,0,2,0
3348,1,31,2,2897,1,0,2,1,4,14,53,11,500,0,1,0,4,1
3349,1,33,2,2897,1,0,3,0,4,6,24,0,63,0,1,0,3,1
3350,1,32,2,2897,1,0,0,0,4,10,77,5,500,1,1,1,4,1
3351,1,36,2,2897,0,0,0,0,4,10,69,0,325,1,1,1,4,1
3352,1,35,2,2897,1,2,0,1,4,7,29,1,227,1,1,1,3,0
3353,1,32,2,2897,1,0,1,0,4,8,75,0,500,5,1,1,4,1
3354,1,31,2,2897,1,3,0,0,4,6,12,0,218,0,1,0,2,0
3355,1,30,2,1611,1,0,0,2,4,2,66,0,65,0,0,0,2,0
3356,2,33,1,2169,1,0,3,0,4,10,76,35,500,4,0,1,4,1
3357,2,31,2,1631,1,0,0,2,4,7,8,0,31,0,0,0,3,1
3358,2,32,1,1631,0,0,0,0,1,6,6,0,122,0,0,0,2,0
3359,2,31,2,1631,1,0,0,0,4,10,36,0,79,0,0,0,2,0
3360,1,30,1,1650,1,0,1,0,4,15,42,0,300,0,0,0,2,0
3361,1,30,2,1631,1,0,1,0,4,8,84,0,500,0,0,0,2,0
3362,2,35,1,1631,1,3,1,1,4,18,61,0,154,0,0,0,3,0
3363,1,29,2,1631,1,0,0,0,4,5,43,4,289,0,0,0,3,1
3364,1,32,1,1631,1,3,3,0,4,13,61,0,500,3,0,1,3,0
3365,2,33,1,1631,1,0,1,2,2,16,117,3,155,1,0,0,2,0
3366,1,32,2,1631,1,3,3,1,4,15,33,6,429,1,0,1,3,1
3367,2,32,2,1631,1,0,0,0,2,14,33,0,227,0,0,0,3,1
3368,2,32,2,1631,1,3,2,0,4,15,55,18,500,1,0,0,2,0
3369,1,32,2,365,1,0,0,0,4,14,13,3,500,0,1,0,2,0
3370,1,32,2,365,0,2,2,0,4,8,18,14,500,0,1,0,2,0
3371,1,32,2,365,1,0,0,0,4,2,46,0,500,1,1,1,3,1
3372,2,31,1,365,1,0,1,1,4,10,146,0,62,0,1,0,2,0
3373,1,31,2,1024,1,2,0,0,4,16,18,7,339,0,0,0,3,1
3374,2,35,1,1024,1,2,0,2,4,6,15,5,335,0,0,0,2,0
3376,1,29,1,2185,0,0,0,0,4,10,14,0,111,0,0,0,2,0
3378,1,36,2,2309,0,0,0,0,4,6,8,0,500,0,1,0,2,0
3381,1,31,2,2517,1,0,0,0,4,10,22,0,80,0,0,1,3,1
3382,2,33,2,2732,1,0,0,1,4,10,40,0,52,0,0,0,2,0
3383,1,30,1,2732,1,6,8,0,4,9,118,2,500,0,0,0,3,1
3384,2,35,1,2732,1,0,0,0,2,10,41,8,78,0,0,0,2,0
3385,1,32,2,2517,1,0,0,0,4,20,54,4,245,0,0,0,2,0
3387,1,33,1,2309,1,1,0,1,4,8,19,7,162,1,1,0,2,0
3392,1,31,2,645,0,0,0,0,2,3,4,0,176,0,0,0,1,0
3394,1,32,1,1770,1,2,1,1,4,10,52,0,177,0,1,1,2,0
3398,1,31,1,1389,0,0,0,0,4,12,34,18,500,1,0,1,4,1
3399,1,33,2,1389,1,0,4,1,4,14,81,0,500,1,0,1,4,1
3400,1,35,2,1389,1,2,0,0,4,10,40,0,260,0,0,0,2,0
3401,1,33,2,630,0,0,0,0,4,10,36,0,208,0,0,0,2,0
3402,1,32,2,630,1,0,2,0,4,6,43,0,87,0,0,0,2,0
3403,1,31,2,630,1,0,0,0,4,13,9,0,151,0,0,0,1,0
3404,2,33,2,630,0,0,1,0,4,10,38,25,432,0,0,1,2,0
3405,2,34,2,630,0,0,0,0,4,4,18,0,86,0,0,1,2,0
3406,2,31,1,3462,1,0,0,0,4,6,13,0,500,0,0,0,3,1
3407,2,35,2,3462,1,2,0,0,4,8,32,0,500,0,0,0,2,0
3408,2,32,1,3462,1,1,4,2,4,14,57,2,287,1,0,0,3,1
3409,1,27,2,3462,1,0,0,0,4,8,32,0,161,1,0,0,1,0
3410,2,33,2,3462,1,3,6,0,4,10,70,5,500,0,0,1,2,0
3411,2,30,2,3462,1,5,0,0,4,16,41,0,410,0,0,0,2,0
3412,2,32,2,3462,1,0,0,0,2,9,21,3,123,0,0,1,2,0
3413,1,29,2,3462,1,0,0,1,3,6,25,0,132,0,0,0,4,1
3415,1,31,2,3462,1,3,0,0,4,13,8,0,301,0,0,0,4,1
3416,2,30,1,3462,0,0,4,0,4,10,63,0,448,1,0,1,5,1
3417,1,31,2,1771,1,0,0,0,3,10,20,0,254,0,1,0,3,1
3419,1,33,1,1771,1,2,0,0,4,10,48,19,205,0,1,0,4,1
3420,2,34,2,1771,1,2,1,0,4,10,12,0,66,0,1,0,2,0
3421,1,40,2,1771,1,0,0,0,4,8,63,1,82,0,1,0,3,1
3422,1,34,1,1623,1,0,0,0,4,4,34,39,500,0,0,0,3,1
3423,1,30,2,1623,1,3,0,0,2,9,22,7,356,0,0,0,4,1
3424,2,31,2,1623,1,5,3,1,4,6,41,10,202,0,0,0,2,0
3425,1,33,1,710,1,0,0,0,4,8,15,30,277,0,1,0,2,0
3426,2,34,2,3145,1,0,0,1,4,10,41,27,500,1,1,1,3,1
3427,1,35,2,2020,1,0,0,0,4,10,20,0,111,1,1,1,5,1
3428,2,35,2,2687,1,0,2,0,4,11,16,5,269,0,1,0,3,1
3429,2,26,2,40,1,2,2,0,4,20,33,37,500,1,1,0,5,1
3430,1,36,2,40,1,2,0,2,3,4,15,2,29,0,1,0,2,0
3431,1,34,2,40,1,2,0,0,4,10,84,5,408,0,1,0,2,0
3432,2,30,2,1187,1,0,3,0,4,10,40,0,191,0,1,0,2,0
3433,2,32,2,1187,1,0,0,1,2,10,18,5,79,0,1,0,5,1
3434,1,40,1,2194,1,0,2,1,4,18,38,0,110,0,0,1,5,1
3435,2,29,1,2194,1,0,0,1,4,6,8,0,178,0,0,0,2,0
3436,2,35,2,1280,1,1,6,0,4,12,70,0,500,0,1,0,3,1
3437,1,33,2,1280,1,0,0,0,4,10,40,0,379,0,1,0,4,1
3438,2,37,1,3074,1,3,2,1,4,9,107,0,130,0,0,1,3,1
3439,2,34,2,3485,0,0,0,0,4,10,10,0,84,0,1,0,3,1
3440,1,31,2,3485,1,2,3,0,4,16,54,0,492,1,1,1,3,1
3441,1,36,2,3485,1,2,1,0,4,13,36,6,500,1,1,1,5,1
3442,1,35,2,3485,1,0,0,0,4,14,45,47,500,1,1,1,2,0
3443,1,31,1,3485,1,3,5,3,4,22,79,11,500,0,1,0,5,1
3444,1,32,2,3536,1,0,2,0,4,8,32,0,6,0,1,0,2,0
3445,1,34,2,3536,1,5,2,0,1,12,20,6,283,0,1,0,5,1
3446,1,32,1,3536,1,5,0,0,3,14,96,54,500,0,1,1,3,1
3447,2,29,2,1659,1,5,2,0,4,4,29,0,138,0,0,0,2,0
3448,2,30,2,1659,1,0,0,0,4,6,68,20,500,0,0,0,5,1
3449,1,29,2,1659,1,0,1,0,4,14,54,0,172,0,0,0,5,1
3450,2,34,2,710,0,1,0,2,4,10,29,0,240,0,1,0,2,0
3451,2,32,2,710,1,0,2,1,4,10,51,13,320,1,1,1,3,1
3452,1,37,2,710,0,0,2,0,4,9,61,0,73,0,1,0,4,1
3453,1,31,2,710,1,0,3,0,2,6,10,0,47,0,1,0,3,0
3454,1,33,1,710,0,2,0,0,4,6,16,0,121,0,1,0,3,0
3455,2,36,2,710,1,0,0,2,4,8,39,5,500,0,1,0,3,0
3456,2,31,2,710,1,4,0,0,4,12,38,5,255,4,1,0,4,1
3457,2,35,2,710,1,0,1,1,2,0,22,1,305,0,1,0,4,1
3458,1,30,2,710,1,0,3,0,4,6,51,0,500,0,1,1,5,1
3459,1,36,1,710,1,0,0,0,3,13,58,13,500,2,1,0,4,1
3460,1,30,1,710,1,0,0,0,4,6,75,7,500,0,1,1,5,1
3461,1,31,2,630,1,0,1,2,4,8,56,0,9,1,0,1,3,1
3462,2,32,2,710,1,2,0,0,4,10,66,0,155,0,1,0,2,1
3463,2,33,2,710,1,0,0,0,4,10,10,3,107,0,1,0,2,1
3464,1,30,1,710,1,2,1,0,4,10,47,9,500,2,1,0,4,1
3465,1,33,2,710,1,0,1,2,4,10,2,7,286,0,1,0,4,1
3466,1,33,2,710,0,0,5,0,4,10,56,0,373,0,1,1,5,1
3467,1,31,2,710,1,3,2,1,4,6,14,2,156,0,1,0,3,1
3468,1,33,2,710,0,3,2,2,4,12,142,0,144,3,1,0,2,1
3469,1,33,2,1632,1,0,4,1,4,18,43,0,198,0,0,1,3,1
3470,2,34,2,1632,1,2,3,0,4,14,45,0,451,0,0,0,2,1
3471,1,34,2,1632,1,1,0,0,4,12,94,22,500,0,0,0,2,0
3472,1,35,2,1632,1,0,0,0,4,4,27,0,46,0,0,0,2,0
3473,1,30,1,1632,1,4,0,0,4,10,29,3,198,0,0,1,3,1
3474,1,35,2,1632,1,0,0,0,4,12,30,0,292,0,0,1,3,1
3475,2,31,2,1632,1,1,0,0,4,8,35,0,53,0,0,1,3,1
3476,2,35,2,1632,1,3,1,0,4,18,53,0,458,0,0,1,3,1
3477,2,30,2,1632,1,0,3,1,2,10,53,0,135,0,0,0,2,0
3478,1,33,2,1632,1,0,0,0,3,12,36,10,225,0,0,0,3,1
3479,2,32,2,1632,1,0,0,0,4,6,12,0,182,0,0,0,2,0
3480,2,34,2,1632,0,0,1,0,4,20,17,0,500,0,0,0,2,0
3481,2,31,2,1632,1,0,2,1,4,8,30,15,272,0,0,0,1,0
3483,1,31,2,628,1,1,1,2,4,14,43,0,31,0,0,0,4,1
3484,2,34,2,628,1,0,1,2,4,6,48,0,116,1,0,1,3,0
3485,1,34,1,628,1,0,0,1,4,14,99,0,500,0,0,0,2,0
3486,2,34,2,628,1,1,1,2,4,10,47,0,141,0,0,1,3,1
3487,2,31,2,628,1,1,1,0,4,20,32,0,353,0,0,0,2,1
3488,2,31,1,628,1,2,0,0,4,10,37,0,500,0,0,0,2,0
3489,2,34,2,628,1,2,5,0,4,10,55,7,114,0,0,1,3,1
3490,1,32,1,628,1,0,0,0,4,9,7,0,73,0,0,0,2,0
3491,1,32,1,628,1,0,0,0,2,8,43,11,444,0,0,0,2,0
3492,1,32,2,628,0,0,4,0,4,10,50,0,213,0,0,1,4,1
3494,1,32,2,628,1,3,2,0,2,3,13,0,42,0,0,0,3,1
3495,1,30,1,628,1,0,0,0,4,8,44,0,240,0,0,1,3,1
3496,1,33,2,628,1,1,0,1,4,16,46,0,104,0,0,0,3,1
3497,1,32,2,628,1,0,1,0,2,10,35,0,347,0,0,0,1,0
3498,1,34,2,628,1,0,0,1,2,6,50,0,500,0,0,0,1,0
3499,1,34,2,628,1,4,4,1,4,10,58,0,76,0,0,0,3,1
3500,1,33,1,628,0,0,0,0,4,10,46,0,59,0,0,0,3,1
3501,1,29,2,3107,1,0,6,0,3,8,37,2,333,4,0,0,2,0
3502,1,29,2,3107,0,0,1,0,4,10,43,26,479,0,0,1,3,0
3503,1,31,2,3107,1,0,0,2,4,10,25,0,256,0,0,0,2,0
3504,1,28,2,3107,1,0,3,0,4,8,29,1,179,0,0,0,3,1
3505,1,29,2,3107,0,0,3,1,2,4,20,22,200,0,0,0,2,0
3506,1,31,1,3107,1,0,0,0,4,11,14,8,500,0,0,0,1,0
3507,1,29,2,3107,1,0,1,1,2,14,33,0,220,1,0,1,3,1
3508,2,29,2,3107,1,2,0,0,4,10,61,16,173,0,0,0,3,1
3509,1,29,2,3107,1,0,2,0,2,4,13,0,500,0,0,1,2,0
3510,2,27,2,3107,1,2,0,0,4,7,63,31,118,0,0,0,1,0
3511,2,29,2,3107,1,0,1,0,4,10,89,23,263,0,0,1,3,1
3512,2,30,1,3107,0,0,1,0,4,5,7,0,52,0,0,0,2,0
3513,2,29,1,3107,1,0,0,0,1,8,7,1,283,0,0,0,2,0
3514,2,33,2,645,1,1,0,0,4,8,25,0,277,0,0,0,2,0
3515,1,31,2,645,1,2,1,1,4,12,57,0,53,0,0,0,2,0
3516,2,40,2,645,1,3,0,1,4,10,114,25,194,1,0,0,3,1
3517,1,34,1,645,1,5,1,0,2,12,44,33,500,0,0,0,1,0
3518,1,35,2,1453,1,0,0,0,4,10,31,10,500,0,1,0,2,0
3519,2,32,2,645,1,0,0,0,1,10,9,1,130,0,0,0,1,0
3520,1,30,2,645,0,0,1,0,4,11,36,0,500,0,0,0,1,0
3521,2,29,2,712,0,0,0,0,2,5,7,0,60,0,1,0,2,0
3522,1,30,1,645,0,6,2,1,4,16,20,0,441,2,0,1,2,0
3523,2,34,2,645,1,8,5,2,4,14,50,3,396,2,0,0,3,0
3524,1,35,2,645,1,0,0,0,4,5,21,9,359,0,0,0,2,0
3525,1,31,1,645,1,2,0,1,2,9,18,2,500,0,0,0,2,0
3526,2,32,2,645,0,0,1,0,4,7,22,4,363,2,0,0,3,1
3527,1,31,2,645,1,0,1,0,3,4,44,12,224,0,0,0,2,0
3528,2,30,1,645,1,3,0,0,4,21,65,5,402,3,0,0,4,1
3529,1,33,2,460,1,0,3,0,3,0,76,0,253,0,1,1,4,1
3530,2,34,2,460,1,0,1,2,4,14,81,0,294,0,1,0,3,1
3531,1,30,2,460,1,0,0,0,4,8,40,2,336,0,1,1,3,1
3532,1,34,2,460,0,1,4,0,4,26,55,0,500,0,1,0,1,0
3533,1,31,2,460,0,0,4,1,2,10,72,0,500,2,1,1,1,0
3534,2,32,1,460,1,4,2,0,4,14,103,86,500,0,1,1,3,0
3535,1,31,1,460,1,0,0,0,4,10,71,0,124,0,1,1,4,1
3536,1,34,1,460,1,2,1,3,4,10,71,0,500,0,1,0,4,1
3543,1,26,2,693,1,1,0,2,4,14,33,0,340,0,1,0,3,1
3544,2,33,2,693,1,1,1,0,2,14,11,0,167,0,1,0,1,0
3545,2,34,2,1635,1,0,0,1,4,12,65,14,277,1,0,1,3,1
3546,1,37,2,1635,1,0,1,2,4,18,60,0,500,1,0,1,3,1
3547,2,34,1,1635,1,1,3,0,4,10,84,0,307,1,0,0,4,1
3548,2,34,2,1635,1,2,3,0,4,10,41,86,500,0,0,0,3,1
3549,2,33,2,1635,1,2,2,0,3,16,80,3,500,0,0,0,4,1
3550,1,31,2,713,1,4,2,0,4,14,59,0,500,0,1,1,3,1
3551,2,34,1,713,1,6,4,1,2,6,56,0,356,0,1,0,4,1
3552,2,30,2,713,1,3,2,0,4,6,38,0,500,0,1,1,2,0
3553,2,30,1,713,1,5,0,1,4,16,46,5,144,3,1,1,3,0
3554,2,34,1,713,1,7,1,0,4,8,63,0,459,0,1,1,2,0
3555,1,31,2,2897,1,2,1,0,2,4,31,0,15,0,1,0,2,0
3556,2,31,2,2897,1,0,0,0,2,8,15,2,326,0,1,0,2,0
3557,2,35,1,2897,1,3,2,0,4,14,92,25,500,1,1,1,4,1
3558,2,35,2,2897,0,0,2,0,4,10,42,0,74,0,1,0,1,0
3559,1,36,2,2897,1,0,0,0,4,10,41,0,51,0,1,1,2,0
3560,2,33,2,2897,1,3,2,0,4,16,104,105,500,0,1,1,3,1
3561,1,35,2,2897,1,1,0,0,4,10,70,0,108,0,1,1,3,1
3562,2,34,2,2897,1,0,3,0,2,11,73,58,500,0,1,0,,
3563,1,30,2,2897,1,0,3,0,4,10,86,5,247,0,1,0,2,0
3564,2,31,2,2687,0,0,1,0,4,10,32,0,149,1,1,0,,
3565,1,34,1,2687,1,1,0,0,4,10,81,0,500,0,1,1,2,0
3566,1,40,2,2687,1,2,2,0,4,6,56,0,131,0,1,1,,
3567,2,34,1,2687,1,6,0,1,4,8,61,0,43,0,1,0,3,1
3568,1,33,2,2687,0,2,1,2,4,16,60,0,282,5,1,1,,
3569,1,32,2,2687,1,0,7,0,4,10,89,22,416,0,1,0,3,1
3570,1,32,1,2169,0,0,1,0,2,20,4,0,500,0,0,0,,
3571,1,34,2,2169,1,0,0,1,4,0,36,7,500,2,0,0,3,0
3572,1,31,2,2169,1,0,1,0,1,16,65,17,500,3,0,0,,
3573,2,35,2,2169,1,0,1,0,2,11,57,38,422,0,0,0,2,0
3575,1,35,2,1280,1,0,0,0,4,8,58,0,500,0,1,0,,
3576,1,31,2,1280,1,5,0,0,2,12,16,0,313,0,1,0,2,0
3578,1,31,2,1280,1,0,0,2,4,8,58,10,328,0,1,1,3,1
3579,2,30,2,1280,1,0,0,0,4,10,37,0,138,0,1,1,3,1
3580,2,34,2,1280,0,0,0,0,4,6,3,0,204,0,1,0,1,0
3581,1,34,2,1280,1,2,1,2,4,10,35,2,195,0,1,1,,
3582,1,33,1,712,0,2,0,0,4,9,22,11,500,0,1,0,2,0
3583,2,35,1,1280,1,3,0,0,3,12,47,2,460,0,1,0,2,0
3584,2,31,2,1280,1,0,3,0,1,12,32,0,500,0,1,0,,
3585,2,31,2,1280,1,1,3,0,2,4,110,32,231,2,1,1,,
3586,1,31,2,1280,1,0,2,0,4,10,8,0,115,0,1,0,1,0
3588,2,31,2,1280,1,2,0,1,4,14,47,0,326,0,1,0,3,1
3589,2,37,2,1759,1,0,0,0,4,10,59,0,79,0,1,0,2,0
3590,1,34,2,1759,1,3,0,1,4,10,32,20,500,0,1,0,2,0
3591,1,32,2,1759,1,2,0,0,4,8,54,0,297,0,1,0,3,1
3592,2,31,2,1759,1,0,2,1,4,14,43,2,337,0,1,0,2,0
3593,1,33,2,1759,1,1,2,4,4,10,61,5,99,0,1,0,3,1
3594,2,33,2,1759,1,0,0,0,4,14,19,5,245,0,1,0,,
3595,1,36,2,1759,1,0,0,0,4,14,70,32,500,1,1,1,,
3596,1,35,2,1759,1,0,0,0,4,10,38,28,345,0,1,0,,
3597,2,32,2,1759,1,3,0,0,4,14,49,0,285,0,1,0,3,1
3598,1,31,2,1759,0,4,1,0,4,16,61,0,500,0,1,0,3,1
3599,1,34,2,1759,1,0,1,0,4,17,59,9,500,0,1,1,3,1
3600,1,34,2,2557,1,0,0,1,4,8,88,56,500,0,1,1,,
3601,2,32,2,2557,1,0,0,1,4,10,41,5,324,1,1,1,3,1
3602,1,31,2,2557,0,0,1,1,4,18,38,0,437,1,1,0,3,1
3603,1,31,2,2557,1,5,0,1,4,10,15,0,491,1,1,1,2,0
3604,2,34,1,2557,1,2,0,0,4,14,89,0,97,1,1,1,4,1
3605,2,33,1,2557,1,0,0,0,4,10,20,5,83,0,1,0,3,0
3606,2,33,1,712,1,1,1,0,4,16,36,0,215,0,1,0,3,1
3607,1,31,2,2557,1,0,0,3,4,10,37,0,115,0,1,1,3,1
3608,2,34,1,2557,1,0,0,0,3,8,18,5,500,0,1,0,2,0
3609,1,32,2,2557,0,0,0,0,4,1,5,0,44,0,1,0,,
3610,2,31,1,3101,0,1,4,5,4,14,29,5,476,1,0,0,,
3611,1,36,2,2557,0,0,0,0,4,13,11,0,145,2,1,0,2,0
3612,2,32,2,2557,1,3,3,0,4,16,16,0,193,0,1,0,,
3613,2,34,1,2402,1,0,2,0,4,14,35,0,354,0,0,0,3,0
3614,1,31,2,2557,1,0,1,0,4,8,19,0,189,0,1,0,2,0
3615,1,28,2,2600,0,0,0,0,4,10,25,0,156,2,1,1,4,1
3616,2,33,1,2557,1,1,2,2,4,8,21,0,245,0,1,0,2,0
3617,1,31,1,2557,1,1,3,1,2,18,21,0,393,0,1,0,,
3618,1,36,2,2557,1,3,0,0,4,14,61,41,500,1,1,0,,
3619,2,33,2,855,1,0,3,0,4,4,57,0,29,0,1,1,2,0
3620,2,29,2,855,0,0,0,0,4,2,4,0,32,0,1,0,,
3621,1,32,2,855,0,0,0,0,4,6,25,0,48,0,1,1,3,0
3622,2,33,1,855,1,0,1,0,2,10,64,3,55,0,1,0,2,0
3623,2,34,2,855,0,0,0,0,4,14,11,0,500,0,1,0,2,0
3624,1,32,2,855,1,3,5,4,4,16,78,0,500,4,1,0,4,1
3625,2,33,2,855,1,0,0,0,4,10,42,0,122,0,1,0,3,1
3626,1,33,2,855,1,0,0,2,4,10,51,5,51,3,1,1,2,0
3627,1,32,2,855,1,2,1,0,4,8,46,0,500,0,1,0,2,0
3628,2,34,2,855,1,0,0,1,4,8,18,1,265,0,1,1,4,1
3629,1,34,2,855,0,0,0,0,4,7,35,0,280,0,1,0,3,1
3630,2,34,2,3145,1,0,0,0,4,14,30,0,500,0,1,1,3,0
3632,2,30,2,3145,1,0,0,0,4,16,82,51,500,0,1,0,2,1
3633,2,34,2,3145,1,2,0,1,4,10,53,0,339,0,1,1,3,0
3635,1,32,2,3145,1,1,0,2,4,10,33,69,500,2,1,0,2,0
3636,2,33,2,3145,1,0,0,1,4,10,72,10,149,0,1,0,2,0
3638,2,35,2,3145,1,0,1,2,4,8,22,12,500,0,1,0,2,0
3639,2,35,1,3145,1,2,0,1,4,10,37,0,137,0,1,0,2,0
3640,2,31,2,3145,1,0,2,0,4,14,46,11,500,0,1,1,2,0
3641,2,31,1,2213,1,2,1,1,4,6,89,0,72,1,1,1,4,1
3642,2,36,1,3145,1,1,0,0,4,10,31,0,333,0,1,0,2,0
3643,2,32,2,3145,1,0,1,0,4,8,22,0,500,0,1,1,3,1
3644,2,33,2,2325,1,0,3,2,4,8,48,0,79,0,1,0,3,1
3645,2,33,2,2325,1,2,5,0,4,16,48,10,156,0,1,1,4,1
3646,2,31,2,2325,1,0,0,0,3,10,14,10,500,0,1,0,2,0
3647,1,31,2,2325,1,0,0,1,2,4,73,0,500,0,1,1,3,1
3648,2,36,1,2325,1,2,0,0,2,0,33,0,486,1,1,1,3,1
3649,2,31,2,2325,1,0,0,0,4,12,31,2,166,0,1,0,2,0
3650,2,33,1,2325,1,0,0,0,1,7,28,0,97,0,1,0,4,1
3651,1,32,2,364,1,0,1,0,4,6,58,0,109,0,1,0,3,1
3652,1,30,2,364,1,3,2,0,4,8,14,0,348,0,1,0,1,0
3653,1,32,2,364,0,0,0,1,1,6,56,0,247,0,1,1,5,1
3654,1,35,2,364,1,0,0,2,4,8,55,0,280,0,1,1,3,0
3655,1,35,2,364,1,0,0,0,4,10,47,60,500,0,1,0,2,0
3656,2,32,2,364,1,0,1,0,2,9,23,11,500,0,1,0,2,0
3657,2,32,2,364,0,0,0,0,2,8,45,0,500,0,1,0,2,0
3658,1,32,2,364,1,0,0,0,4,13,38,7,231,1,1,1,4,1
3660,2,33,2,364,1,0,3,0,4,8,43,0,200,0,1,1,3,1
3661,2,40,2,364,1,4,0,0,4,2,70,10,228,0,1,0,3,1
3662,1,35,2,364,1,0,0,0,4,10,33,0,500,0,1,0,3,1
3663,2,38,2,364,0,0,0,0,4,8,3,0,156,0,1,0,1,0
3664,1,33,2,364,1,0,0,1,2,10,11,0,94,0,1,0,2,0
3665,1,35,2,364,1,2,0,0,4,14,36,0,500,0,1,1,3,1
3666,2,32,1,1453,1,0,0,0,4,10,84,0,500,1,1,0,3,1
3670,1,33,2,1453,1,1,0,0,4,10,47,5,500,3,1,1,5,1
3671,1,35,2,1280,1,2,2,0,4,8,53,0,81,0,1,1,3,1
3672,1,35,2,1453,1,0,0,2,4,28,34,18,387,0,1,0,2,0
3673,2,31,2,1453,1,0,0,2,3,9,11,0,224,0,1,0,2,0
3674,2,,2,1453,1,0,1,2,4,10,28,0,91,0,1,1,5,1
3675,2,30,1,1453,1,2,0,2,4,14,41,0,500,0,1,0,3,0
3676,1,33,1,1453,1,0,7,0,2,12,41,19,500,0,1,0,3,0
3677,2,34,1,640,0,0,0,0,4,11,8,0,186,0,0,0,2,0
3678,2,35,2,640,1,0,0,0,1,10,43,0,51,0,0,1,4,1
3679,2,32,1,640,1,0,1,0,4,7,21,7,295,0,0,0,3,0
3680,2,33,1,1623,1,0,0,0,4,10,112,46,333,0,0,0,3,1
3681,1,35,1,640,1,2,0,0,4,16,84,55,500,0,0,1,5,1
3682,2,,1,640,1,2,1,1,4,16,39,5,266,0,0,0,2,0
3683,2,32,1,640,1,0,0,0,4,5,33,5,252,0,0,1,3,0
3684,1,34,1,640,1,0,4,0,4,6,26,4,387,0,0,0,2,1
3685,2,35,2,640,1,0,0,0,3,15,52,24,500,0,0,0,3,1
3686,2,36,1,640,1,1,2,3,1,8,52,0,500,1,0,1,4,1
3688,2,31,1,640,1,5,3,0,2,1,19,5,500,0,0,0,4,1
3689,2,34,2,640,0,0,0,0,4,3,3,0,203,0,0,0,1,0
3690,2,31,2,640,1,2,0,0,4,10,56,0,500,4,0,1,2,0
3691,2,35,2,640,1,0,1,2,4,16,59,23,500,2,0,1,5,1
3692,2,31,1,40,1,1,0,0,4,10,61,0,386,0,1,0,3,0
3693,1,31,1,40,1,0,0,0,2,10,21,41,500,0,1,0,2,0
3695,1,37,2,40,0,0,0,0,4,5,12,0,152,0,1,0,2,0
3696,2,33,2,289,1,0,1,4,4,14,14,0,56,0,0,0,1,0
3697,2,34,2,289,1,0,0,0,4,10,24,15,83,0,0,0,2,1
3698,1,33,2,289,1,0,0,1,4,1,19,2,327,0,0,0,3,0
3699,1,36,2,289,1,2,2,2,4,14,43,6,286,0,0,1,3,0
3700,2,31,2,289,1,0,1,0,2,12,8,0,147,0,0,0,2,0
3701,2,37,1,289,1,2,1,0,2,10,29,3,499,0,0,1,4,1
3702,1,36,2,289,1,3,0,0,4,10,68,0,500,0,0,0,2,0
3703,2,29,2,289,1,0,0,0,4,22,71,0,500,6,0,1,5,1
3704,2,30,2,289,1,0,1,0,2,10,52,20,199,0,0,0,2,1
3705,2,36,2,289,1,0,2,0,4,18,52,5,195,1,0,1,4,1
3706,2,33,2,289,0,0,1,0,4,8,24,20,500,0,0,0,3,1
3707,2,32,1,289,1,2,0,1,2,19,80,15,500,0,0,1,4,1
3708,2,30,1,289,1,1,0,0,4,8,65,0,123,0,0,0,2,0
3709,2,35,2,289,1,2,2,2,4,10,35,0,44,0,0,0,1,0
3710,2,33,2,289,1,2,0,0,4,8,14,1,396,0,0,0,2,1
3711,2,,2,289,1,0,4,0,2,12,33,7,349,0,0,0,2,0
3712,1,31,2,289,0,0,2,0,4,14,40,0,500,0,0,0,2,0
3713,1,,2,289,1,0,0,0,4,12,65,0,500,0,0,0,4,1
3714,2,,2,289,0,0,0,0,4,3,5,0,48,0,0,0,2,0
3715,1,34,2,3039,1,0,3,0,4,10,24,4,376,0,1,1,5,1
3716,1,34,2,3039,1,2,0,0,2,10,15,2,414,0,1,0,3,0
3717,1,32,2,3039,1,0,0,0,3,14,51,0,500,0,1,0,3,1
3718,1,34,2,3039,1,0,0,0,2,4,10,0,11,0,1,0,2,0
3720,1,34,2,3039,1,0,1,0,3,10,49,7,196,2,1,1,3,0
3721,2,,2,3039,1,0,0,0,4,10,13,2,363,0,1,0,4,1
3722,1,35,1,1996,0,2,0,0,4,8,46,0,78,0,0,1,5,1
3723,1,34,2,1996,1,0,0,0,4,14,23,14,500,0,0,0,5,1
3724,2,30,2,1996,1,0,0,0,4,6,5,0,147,0,0,0,2,0
3725,1,32,2,1996,0,0,4,2,4,10,34,0,109,0,0,0,3,0
3726,1,32,2,1996,1,0,0,1,1,12,22,2,179,0,0,0,3,1
