id,entidad,sexo,edad,nivel_esc,esc_cve,lenguaje,cognitivas,sociales,tecnicas,puesto,trabajos_n,palabras_n,validaciones_n,contactos_n,rimbo_n,sostenimiento,experiencia,atractivo,confiable
3289,Centro,1,35,1,1047,1,2,1,0,2,14,67,5,500,0,1,0,4,1
3290,Centro,1,34,2,1047,1,0,0,0,4,10,31,36,500,0,1,0,2,0
3291,Centro,2,32,2,1047,0,2,1,0,4,10,41,4,337,0,1,0,2,0
3292,Centro,2,32,2,1047,1,0,2,0,4,6,54,0,190,0,1,0,4,1
3293,Centro,2,31,2,1047,0,2,4,1,4,14,60,0,288,1,1,1,4,1
3294,Centro,1,36,1,1047,1,0,0,1,4,10,25,7,89,0,1,0,3,1
3295,Centro,2,22,1,1047,1,0,1,0,4,18,10,1,267,0,1,0,1,0
3296,Centro,2,33,1,1047,1,0,0,0,4,8,84,181,500,0,1,0,1,0
3297,Centro,1,31,2,1047,0,0,1,0,2,7,7,0,500,0,1,0,1,0
3298,Centro,1,30,2,712,1,2,0,0,4,10,27,0,102,0,1,0,3,1
3299,Centro,1,36,1,710,1,2,0,0,4,14,39,3,431,0,1,0,3,1
3300,Centro,2,33,1,712,0,0,2,0,4,8,26,38,500,0,1,0,3,1
3301,Centro,1,31,2,712,1,0,1,0,2,10,24,11,473,0,1,0,2,0
3302,Centro,1,36,1,712,1,0,2,0,4,3,5,0,94,0,1,0,3,0
3303,Centro,2,32,2,651,1,0,2,1,4,8,26,16,500,1,0,1,2,0
3304,Centro,2,30,2,1389,1,2,2,1,4,2,43,0,153,0,0,1,3,1
3305,Centro,2,32,2,1389,1,0,0,3,4,8,29,2,209,0,0,1,3,1
3306,Centro,2,30,2,1389,1,0,2,1,2,8,18,8,454,0,0,0,3,1
3307,Centro,1,35,2,1902,1,3,1,0,2,10,23,21,350,0,1,0,3,1
3308,Centro,2,30,2,1389,0,2,0,0,4,14,18,0,157,0,0,0,3,1
3309,Centro,1,32,2,1389,1,0,1,0,4,10,14,0,73,0,0,0,2,0
3310,Centro,1,31,2,1389,1,0,1,0,4,2,70,1,238,0,0,0,2,0
3311,Centro,1,34,2,1389,1,3,2,0,4,12,36,1,208,0,0,1,3,1
3312,Centro,1,33,2,1389,1,4,1,1,4,10,54,25,500,0,0,0,1,0
3313,Extranjero,2,29,2,1389,1,3,3,3,4,10,44,0,302,3,0,0,4,1
3315,Centro,1,29,2,1389,1,0,2,0,2,14,33,0,338,0,0,1,3,1
3316,Centro,2,32,2,1389,1,0,0,0,1,8,57,4,500,0,0,0,3,1
3318,Centro,2,31,2,1389,1,2,0,0,4,10,9,0,500,0,0,0,2,0
3319,Centro,1,29,2,1297,1,1,0,1,4,14,72,0,103,0,1,1,3,1
3320,Centro,1,31,2,1297,1,0,1,1,4,6,67,0,82,3,1,1,3,1
3322,Centro,2,31,2,1602,1,0,1,0,4,10,68,0,57,1,0,1,3,1
3323,Norte,1,32,1,1024,0,0,1,0,4,10,22,0,108,0,0,1,3,1
3324,Centro,2,34,1,904,1,0,1,0,4,10,75,74,500,0,1,1,4,1
3325,Norte,1,33,1,147,1,1,1,0,4,10,68,0,173,0,1,0,2,0
3331,Centro,1,32,2,693,1,0,1,0,4,8,59,20,92,1,1,1,2,0
3340,Centro,1,32,1,1402,0,0,0,2,3,10,34,0,191,6,0,0,3,1
3341,Centro,1,31,2,1402,0,3,4,1,4,6,21,0,134,2,0,1,3,1
3342,Centro,2,29,2,1402,1,2,3,3,4,13,64,26,500,2,0,1,2,0
3343,Centro,2,29,2,1402,1,2,1,0,4,16,45,0,500,0,0,0,3,1
3344,Centro,2,29,2,1402,1,1,2,0,4,10,34,0,500,0,0,0,3,1
3345,Centro,2,30,1,1402,1,2,1,0,4,6,74,0,500,1,0,1,3,1
3346,Centro,2,35,2,1402,0,0,0,0,2,10,4,0,129,0,0,0,2,0
3347,Centro,2,29,1,1402,1,0,1,0,4,8,38,39,237,0,0,0,2,0
3348,Centro,1,31,2,2897,1,0,2,1,4,14,53,11,500,0,1,0,4,1
3349,Centro,1,33,2,2897,1,0,3,0,4,6,24,0,63,0,1,0,3,1
3350,Centro,1,32,2,2897,1,0,0,0,4,10,77,5,500,1,1,1,4,1
3351,Centro,1,36,2,2897,0,0,0,0,4,10,69,0,325,1,1,1,4,1
3352,Centro,1,35,2,2897,1,2,0,1,4,7,29,1,227,1,1,1,3,0
3353,Centro,1,32,2,2897,1,0,1,0,4,8,75,0,500,5,1,1,4,1
3354,Centro,1,31,2,2897,1,3,0,0,4,6,12,0,218,0,1,0,2,0
3355,Centro,1,30,2,1611,1,0,0,2,4,2,66,0,65,0,0,0,2,0
3356,Centro,2,33,1,2169,1,0,3,0,4,10,76,35,500,4,0,1,4,1
3357,Centro,2,31,2,1631,1,0,0,2,4,7,8,0,31,0,0,0,3,1
3358,Centro,2,32,1,1631,0,0,0,0,1,6,6,0,122,0,0,0,2,0
3359,Centro,2,31,2,1631,1,0,0,0,4,10,36,0,79,0,0,0,2,0
3360,Centro,1,30,1,1650,1,0,1,0,4,15,42,0,300,0,0,0,2,0
3361,Centro,1,30,2,1631,1,0,1,0,4,8,84,0,500,0,0,0,2,0
3362,Centro,2,35,1,1631,1,3,1,1,4,18,61,0,154,0,0,0,3,0
3363,Centro,1,29,2,1631,1,0,0,0,4,5,43,4,289,0,0,0,3,1
3364,Centro,1,32,1,1631,1,3,3,0,4,13,61,0,500,3,0,1,3,0
3365,Centro,2,33,1,1631,1,0,1,2,2,16,117,3,155,1,0,0,2,0
3366,Centro,1,32,2,1631,1,3,3,1,4,15,33,6,429,1,0,1,3,1
3367,Centro,2,32,2,1631,1,0,0,0,2,14,33,0,227,0,0,0,3,1
3368,Centro,2,32,2,1631,1,3,2,0,4,15,55,18,500,1,0,0,2,0
3369,Centro,1,32,2,365,1,0,0,0,4,14,13,3,500,0,1,0,2,0
3370,Centro,1,32,2,365,0,2,2,0,4,8,18,14,500,0,1,0,2,0
3371,Centro,1,32,2,365,1,0,0,0,4,2,46,0,500,1,1,1,3,1
3372,Centro,2,31,1,365,1,0,1,1,4,10,146,0,62,0,1,0,2,0
3373,Norte,1,31,2,1024,1,2,0,0,4,16,18,7,339,0,0,0,3,1
3374,Centro,2,35,1,1024,1,2,0,2,4,6,15,5,335,0,0,0,2,0
3376,Norte,1,29,1,2185,0,0,0,0,4,10,14,0,111,0,0,0,2,0
3378,Sur,1,36,2,2309,0,0,0,0,4,6,8,0,500,0,1,0,2,0
3381,Centro,1,31,2,2517,1,0,0,0,4,10,22,0,80,0,0,1,3,1
3382,Centro,2,33,2,2732,1,0,0,1,4,10,40,0,52,0,0,0,2,0
3383,Centro,1,30,1,2732,1,6,8,0,4,9,118,2,500,0,0,0,3,1
3384,Centro,2,35,1,2732,1,0,0,0,2,10,41,8,78,0,0,0,2,0
3385,Centro,1,32,2,2517,1,0,0,0,4,20,54,4,245,0,0,0,2,0
3387,Sur,1,33,1,2309,1,1,0,1,4,8,19,7,162,1,1,0,2,0
3392,Centro,1,31,2,645,0,0,0,0,2,3,4,0,176,0,0,0,1,0
3394,Centro,1,32,1,1770,1,2,1,1,4,10,52,0,177,0,1,1,2,0
3398,Centro,1,31,1,1389,0,0,0,0,4,12,34,18,500,1,0,1,4,1
3399,Centro,1,33,2,1389,1,0,4,1,4,14,81,0,500,1,0,1,4,1
3400,Sur,1,35,2,1389,1,2,0,0,4,10,40,0,260,0,0,0,2,0
3401,Centro,1,33,2,630,0,0,0,0,4,10,36,0,208,0,0,0,2,0
3402,Centro,1,32,2,630,1,0,2,0,4,6,43,0,87,0,0,0,2,0
3403,Centro,1,31,2,630,1,0,0,0,4,13,9,0,151,0,0,0,1,0
3404,Centro,2,33,2,630,0,0,1,0,4,10,38,25,432,0,0,1,2,0
3405,Centro,2,34,2,630,0,0,0,0,4,4,18,0,86,0,0,1,2,0
3406,Centro,2,31,1,3462,1,0,0,0,4,6,13,0,500,0,0,0,3,1
3407,Centro,2,35,2,3462,1,2,0,0,4,8,32,0,500,0,0,0,2,0
3408,Centro,2,32,1,3462,1,1,4,2,4,14,57,2,287,1,0,0,3,1
3409,Centro,1,27,2,3462,1,0,0,0,4,8,32,0,161,1,0,0,1,0
3410,Centro,2,33,2,3462,1,3,6,0,4,10,70,5,500,0,0,1,2,0
3411,Centro,2,30,2,3462,1,5,0,0,4,16,41,0,410,0,0,0,2,0
3412,Centro,2,32,2,3462,1,0,0,0,2,9,21,3,123,0,0,1,2,0
3413,Centro,1,29,2,3462,1,0,0,1,3,6,25,0,132,0,0,0,4,1
3415,Centro,1,31,2,3462,1,3,0,0,4,13,8,0,301,0,0,0,4,1
3416,Centro,2,30,1,3462,0,0,4,0,4,10,63,0,448,1,0,1,5,1
3417,Centro,1,31,2,1771,1,0,0,0,3,10,20,0,254,0,1,0,3,1
3419,Centro,1,33,1,1771,1,2,0,0,4,10,48,19,205,0,1,0,4,1
3420,Centro,2,34,2,1771,1,2,1,0,4,10,12,0,66,0,1,0,2,0
3421,Centro,1,40,2,1771,1,0,0,0,4,8,63,1,82,0,1,0,3,1
3422,Centro,1,34,1,1623,1,0,0,0,4,4,34,39,500,0,0,0,3,1
3423,Centro,1,30,2,1623,1,3,0,0,2,9,22,7,356,0,0,0,4,1
3424,Centro,2,31,2,1623,1,5,3,1,4,6,41,10,202,0,0,0,2,0
3425,Centro,1,33,1,710,1,0,0,0,4,8,15,30,277,0,1,0,2,0
3426,Centro,2,34,2,3145,1,0,0,1,4,10,41,27,500,1,1,1,3,1
3427,Centro,1,35,2,2020,1,0,0,0,4,10,20,0,111,1,1,1,5,1
3428,Centro,2,35,2,2687,1,0,2,0,4,11,16,5,269,0,1,0,3,1
3429,Sur,2,26,2,40,1,2,2,0,4,20,33,37,500,1,1,0,5,1
3430,Centro,1,36,2,40,1,2,0,2,3,4,15,2,29,0,1,0,2,0
3431,Centro,1,34,2,40,1,2,0,0,4,10,84,5,408,0,1,0,2,0
3432,Centro,2,30,2,1187,1,0,3,0,4,10,40,0,191,0,1,0,2,0
3433,Centro,2,32,2,1187,1,0,0,1,2,10,18,5,79,0,1,0,5,1
3434,Norte,1,40,1,2194,1,0,2,1,4,18,38,0,110,0,0,1,5,1
3435,Norte,2,29,1,2194,1,0,0,1,4,6,8,0,178,0,0,0,2,0
3436,Centro,2,35,2,1280,1,1,6,0,4,12,70,0,500,0,1,0,3,1
3437,Centro,1,33,2,1280,1,0,0,0,4,10,40,0,379,0,1,0,4,1
3438,Centro,2,37,1,3074,1,3,2,1,4,9,107,0,130,0,0,1,3,1
3439,Centro,2,34,2,3485,0,0,0,0,4,10,10,0,84,0,1,0,3,1
3440,Centro,1,31,2,3485,1,2,3,0,4,16,54,0,492,1,1,1,3,1
3441,Sur,1,36,2,3485,1,2,1,0,4,13,36,6,500,1,1,1,5,1
3442,Centro,1,35,2,3485,1,0,0,0,4,14,45,47,500,1,1,1,2,0
3443,Centro,1,31,1,3485,1,3,5,3,4,22,79,11,500,0,1,0,5,1
3444,Centro,1,32,2,3536,1,0,2,0,4,8,32,0,6,0,1,0,2,0
3445,Centro,1,34,2,3536,1,5,2,0,1,12,20,6,283,0,1,0,5,1
3446,Centro,1,32,1,3536,1,5,0,0,3,14,96,54,500,0,1,1,3,1
3447,Centro,2,29,2,1659,1,5,2,0,4,4,29,0,138,0,0,0,2,0
3448,Centro,2,30,2,1659,1,0,0,0,4,6,68,20,500,0,0,0,5,1
3449,Centro,1,29,2,1659,1,0,1,0,4,14,54,0,172,0,0,0,5,1
3450,Centro,2,34,2,710,0,1,0,2,4,10,29,0,240,0,1,0,2,0
3451,Centro,2,32,2,710,1,0,2,1,4,10,51,13,320,1,1,1,3,1
3452,Centro,1,37,2,710,0,0,2,0,4,9,61,0,73,0,1,0,4,1
3453,Centro,1,31,2,710,1,0,3,0,2,6,10,0,47,0,1,0,3,0
3454,Centro,1,33,1,710,0,2,0,0,4,6,16,0,121,0,1,0,3,0
3455,Centro,2,36,2,710,1,0,0,2,4,8,39,5,500,0,1,0,3,0
3456,Centro,2,31,2,710,1,4,0,0,4,12,38,5,255,4,1,0,4,1
3457,Centro,2,35,2,710,1,0,1,1,2,0,22,1,305,0,1,0,4,1
3458,Centro,1,30,2,710,1,0,3,0,4,6,51,0,500,0,1,1,5,1
3459,Centro,1,36,1,710,1,0,0,0,3,13,58,13,500,2,1,0,4,1
3460,Centro,1,30,1,710,1,0,0,0,4,6,75,7,500,0,1,1,5,1
3461,Centro,1,31,2,630,1,0,1,2,4,8,56,0,9,1,0,1,3,1
3462,Centro,2,32,2,710,1,2,0,0,4,10,66,0,155,0,1,0,2,1
3463,Centro,2,33,2,710,1,0,0,0,4,10,10,3,107,0,1,0,2,1
3464,Centro,1,30,1,710,1,2,1,0,4,10,47,9,500,2,1,0,4,1
3465,Centro,1,33,2,710,1,0,1,2,4,10,2,7,286,0,1,0,4,1
3466,Centro,1,33,2,710,0,0,5,0,4,10,56,0,373,0,1,1,5,1
3467,Centro,1,31,2,710,1,3,2,1,4,6,14,2,156,0,1,0,3,1
3468,Centro,1,33,2,710,0,3,2,2,4,12,142,0,144,3,1,0,2,1
3469,Centro,1,33,2,1632,1,0,4,1,4,18,43,0,198,0,0,1,3,1
3470,Centro,2,34,2,1632,1,2,3,0,4,14,45,0,451,0,0,0,2,1
3471,Centro,1,34,2,1632,1,1,0,0,4,12,94,22,500,0,0,0,2,0
3472,Centro,1,35,2,1632,1,0,0,0,4,4,27,0,46,0,0,0,2,0
3473,Centro,1,30,1,1632,1,4,0,0,4,10,29,3,198,0,0,1,3,1
3474,Centro,1,35,2,1632,1,0,0,0,4,12,30,0,292,0,0,1,3,1
3475,Centro,2,31,2,1632,1,1,0,0,4,8,35,0,53,0,0,1,3,1
3476,Centro,2,35,2,1632,1,3,1,0,4,18,53,0,458,0,0,1,3,1
3477,Centro,2,30,2,1632,1,0,3,1,2,10,53,0,135,0,0,0,2,0
3478,Centro,1,33,2,1632,1,0,0,0,3,12,36,10,225,0,0,0,3,1
3479,Centro,2,32,2,1632,1,0,0,0,4,6,12,0,182,0,0,0,2,0
3480,Centro,2,34,2,1632,0,0,1,0,4,20,17,0,500,0,0,0,2,0
3481,Centro,2,31,2,1632,1,0,2,1,4,8,30,15,272,0,0,0,1,0
3483,Centro,1,31,2,628,1,1,1,2,4,14,43,0,31,0,0,0,4,1
3484,Centro,2,34,2,628,1,0,1,2,4,6,48,0,116,1,0,1,3,0
3485,Centro,1,34,1,628,1,0,0,1,4,14,99,0,500,0,0,0,2,0
3486,Centro,2,34,2,628,1,1,1,2,4,10,47,0,141,0,0,1,3,1
3487,Centro,2,31,2,628,1,1,1,0,4,20,32,0,353,0,0,0,2,1
3488,Centro,2,31,1,628,1,2,0,0,4,10,37,0,500,0,0,0,2,0
3489,Centro,2,34,2,628,1,2,5,0,4,10,55,7,114,0,0,1,3,1
3490,Centro,1,32,1,628,1,0,0,0,4,9,7,0,73,0,0,0,2,0
3491,Centro,1,32,1,628,1,0,0,0,2,8,43,11,444,0,0,0,2,0
3492,Centro,1,32,2,628,0,0,4,0,4,10,50,0,213,0,0,1,4,1
3494,Centro,1,32,2,628,1,3,2,0,2,3,13,0,42,0,0,0,3,1
3495,Centro,1,30,1,628,1,0,0,0,4,8,44,0,240,0,0,1,3,1
3496,Centro,1,33,2,628,1,1,0,1,4,16,46,0,104,0,0,0,3,1
3497,Centro,1,32,2,628,1,0,1,0,2,10,35,0,347,0,0,0,1,0
3498,Centro,1,34,2,628,1,0,0,1,2,6,50,0,500,0,0,0,1,0
3499,Centro,1,34,2,628,1,4,4,1,4,10,58,0,76,0,0,0,3,1
3500,Centro,1,33,1,628,0,0,0,0,4,10,46,0,59,0,0,0,3,1
3501,Centro,1,29,2,3107,1,0,6,0,3,8,37,2,333,4,0,0,2,0
3502,Sur,1,29,2,3107,0,0,1,0,4,10,43,26,479,0,0,1,3,0
3503,Centro,1,31,2,3107,1,0,0,2,4,10,25,0,256,0,0,0,2,0
3504,Centro,1,28,2,3107,1,0,3,0,4,8,29,1,179,0,0,0,3,1
3505,Centro,1,29,2,3107,0,0,3,1,2,4,20,22,200,0,0,0,2,0
3506,Centro,1,31,1,3107,1,0,0,0,4,11,14,8,500,0,0,0,1,0
3507,Centro,1,29,2,3107,1,0,1,1,2,14,33,0,220,1,0,1,3,1
3508,Centro,2,29,2,3107,1,2,0,0,4,10,61,16,173,0,0,0,3,1
3509,Norte,1,29,2,3107,1,0,2,0,2,4,13,0,500,0,0,1,2,0
3510,Centro,2,27,2,3107,1,2,0,0,4,7,63,31,118,0,0,0,1,0
3511,Centro,2,29,2,3107,1,0,1,0,4,10,89,23,263,0,0,1,3,1
3512,Centro,2,30,1,3107,0,0,1,0,4,5,7,0,52,0,0,0,2,0
3513,Norte,2,29,1,3107,1,0,0,0,1,8,7,1,283,0,0,0,2,0
3514,Centro,2,33,2,645,1,1,0,0,4,8,25,0,277,0,0,0,2,0
3515,Centro,1,31,2,645,1,2,1,1,4,12,57,0,53,0,0,0,2,0
3516,Centro,2,40,2,645,1,3,0,1,4,10,114,25,194,1,0,0,3,1
3517,Centro,1,34,1,645,1,5,1,0,2,12,44,33,500,0,0,0,1,0
3518,Centro,1,35,2,1453,1,0,0,0,4,10,31,10,500,0,1,0,2,0
3519,Centro,2,32,2,645,1,0,0,0,1,10,9,1,130,0,0,0,1,0
3520,Centro,1,30,2,645,0,0,1,0,4,11,36,0,500,0,0,0,1,0
3521,Centro,2,29,2,712,0,0,0,0,2,5,7,0,60,0,1,0,2,0
3522,Centro,1,30,1,645,0,6,2,1,4,16,20,0,441,2,0,1,2,0
3523,Centro,2,34,2,645,1,8,5,2,4,14,50,3,396,2,0,0,3,0
3524,Centro,1,35,2,645,1,0,0,0,4,5,21,9,359,0,0,0,2,0
3525,Centro,1,31,1,645,1,2,0,1,2,9,18,2,500,0,0,0,2,0
3526,Centro,2,32,2,645,0,0,1,0,4,7,22,4,363,2,0,0,3,1
3527,Centro,1,31,2,645,1,0,1,0,3,4,44,12,224,0,0,0,2,0
3528,Centro,2,30,1,645,1,3,0,0,4,21,65,5,402,3,0,0,4,1
3529,Norte,1,33,2,460,1,0,3,0,3,0,76,0,253,0,1,1,4,1
3530,Norte,2,34,2,460,1,0,1,2,4,14,81,0,294,0,1,0,3,1
3531,Centro,1,30,2,460,1,0,0,0,4,8,40,2,336,0,1,1,3,1
3532,Centro,1,34,2,460,0,1,4,0,4,26,55,0,500,0,1,0,1,0
3533,Norte,1,31,2,460,0,0,4,1,2,10,72,0,500,2,1,1,1,0
3534,Centro,2,32,1,460,1,4,2,0,4,14,103,86,500,0,1,1,3,0
3535,Centro,1,31,1,460,1,0,0,0,4,10,71,0,124,0,1,1,4,1
3536,Centro,1,34,1,460,1,2,1,3,4,10,71,0,500,0,1,0,4,1
3543,Centro,1,26,2,693,1,1,0,2,4,14,33,0,340,0,1,0,3,1
3544,Centro,2,33,2,693,1,1,1,0,2,14,11,0,167,0,1,0,1,0
3545,Centro,2,34,2,1635,1,0,0,1,4,12,65,14,277,1,0,1,3,1
3546,Centro,1,37,2,1635,1,0,1,2,4,18,60,0,500,1,0,1,3,1
3547,Centro,2,34,1,1635,1,1,3,0,4,10,84,0,307,1,0,0,4,1
3548,Centro,2,34,2,1635,1,2,3,0,4,10,41,86,500,0,0,0,3,1
3549,Centro,2,33,2,1635,1,2,2,0,3,16,80,3,500,0,0,0,4,1
3550,Centro,1,31,2,713,1,4,2,0,4,14,59,0,500,0,1,1,3,1
3551,Centro,2,34,1,713,1,6,4,1,2,6,56,0,356,0,1,0,4,1
3552,Centro,2,30,2,713,1,3,2,0,4,6,38,0,500,0,1,1,2,0
3553,Sur,2,30,1,713,1,5,0,1,4,16,46,5,144,3,1,1,3,0
3554,Centro,2,34,1,713,1,7,1,0,4,8,63,0,459,0,1,1,2,0
3555,Norte,1,31,2,2897,1,2,1,0,2,4,31,0,15,0,1,0,2,0
3556,Centro,2,31,2,2897,1,0,0,0,2,8,15,2,326,0,1,0,2,0
3557,Centro,2,35,1,2897,1,3,2,0,4,14,92,25,500,1,1,1,4,1
3558,Centro,2,35,2,2897,0,0,2,0,4,10,42,0,74,0,1,0,1,0
3559,Centro,1,36,2,2897,1,0,0,0,4,10,41,0,51,0,1,1,2,0
3560,Centro,2,33,2,2897,1,3,2,0,4,16,104,105,500,0,1,1,3,1
3561,Norte,1,35,2,2897,1,1,0,0,4,10,70,0,108,0,1,1,3,1
3562,Centro,2,34,2,2897,1,0,3,0,2,11,73,58,500,0,1,0,,
3563,Centro,1,30,2,2897,1,0,3,0,4,10,86,5,247,0,1,0,2,0
3564,Centro,2,31,2,2687,0,0,1,0,4,10,32,0,149,1,1,0,,
3565,Centro,1,34,1,2687,1,1,0,0,4,10,81,0,500,0,1,1,2,0
3566,Centro,1,40,2,2687,1,2,2,0,4,6,56,0,131,0,1,1,,
3567,Centro,2,34,1,2687,1,6,0,1,4,8,61,0,43,0,1,0,3,1
3568,Centro,1,33,2,2687,0,2,1,2,4,16,60,0,282,5,1,1,,
3569,Centro,1,32,2,2687,1,0,7,0,4,10,89,22,416,0,1,0,3,1
3570,Centro,1,32,1,2169,0,0,1,0,2,20,4,0,500,0,0,0,,
3571,Centro,1,34,2,2169,1,0,0,1,4,0,36,7,500,2,0,0,3,0
3572,Centro,1,31,2,2169,1,0,1,0,1,16,65,17,500,3,0,0,,
3573,Centro,2,35,2,2169,1,0,1,0,2,11,57,38,422,0,0,0,2,0
3575,Centro,1,35,2,1280,1,0,0,0,4,8,58,0,500,0,1,0,,
3576,Centro,1,31,2,1280,1,5,0,0,2,12,16,0,313,0,1,0,2,0
3578,Centro,1,31,2,1280,1,0,0,2,4,8,58,10,328,0,1,1,3,1
3579,Centro,2,30,2,1280,1,0,0,0,4,10,37,0,138,0,1,1,3,1
3580,Centro,2,34,2,1280,0,0,0,0,4,6,3,0,204,0,1,0,1,0
3581,Centro,1,34,2,1280,1,2,1,2,4,10,35,2,195,0,1,1,,
3582,Centro,1,33,1,712,0,2,0,0,4,9,22,11,500,0,1,0,2,0
3583,Centro,2,35,1,1280,1,3,0,0,3,12,47,2,460,0,1,0,2,0
3584,Centro,2,31,2,1280,1,0,3,0,1,12,32,0,500,0,1,0,,
3585,Centro,2,31,2,1280,1,1,3,0,2,4,110,32,231,2,1,1,,
3586,Centro,1,31,2,1280,1,0,2,0,4,10,8,0,115,0,1,0,1,0
3588,Centro,2,31,2,1280,1,2,0,1,4,14,47,0,326,0,1,0,3,1
3589,Centro,2,37,2,1759,1,0,0,0,4,10,59,0,79,0,1,0,2,0
3590,Centro,1,34,2,1759,1,3,0,1,4,10,32,20,500,0,1,0,2,0
3591,Centro,1,32,2,1759,1,2,0,0,4,8,54,0,297,0,1,0,3,1
3592,Centro,2,31,2,1759,1,0,2,1,4,14,43,2,337,0,1,0,2,0
3593,Centro,1,33,2,1759,1,1,2,4,4,10,61,5,99,0,1,0,3,1
3594,Centro,2,33,2,1759,1,0,0,0,4,14,19,5,245,0,1,0,,
3595,Centro,1,36,2,1759,1,0,0,0,4,14,70,32,500,1,1,1,,
3596,Centro,1,35,2,1759,1,0,0,0,4,10,38,28,345,0,1,0,,
3597,Centro,2,32,2,1759,1,3,0,0,4,14,49,0,285,0,1,0,3,1
3598,Centro,1,31,2,1759,0,4,1,0,4,16,61,0,500,0,1,0,3,1
3599,Centro,1,34,2,1759,1,0,1,0,4,17,59,9,500,0,1,1,3,1
3600,Centro,1,34,2,2557,1,0,0,1,4,8,88,56,500,0,1,1,,
3601,Sur,2,32,2,2557,1,0,0,1,4,10,41,5,324,1,1,1,3,1
3602,Centro,1,31,2,2557,0,0,1,1,4,18,38,0,437,1,1,0,3,1
3603,Centro,1,31,2,2557,1,5,0,1,4,10,15,0,491,1,1,1,2,0
3604,Sur,2,34,1,2557,1,2,0,0,4,14,89,0,97,1,1,1,4,1
3605,Centro,2,33,1,2557,1,0,0,0,4,10,20,5,83,0,1,0,3,0
3606,Centro,2,33,1,712,1,1,1,0,4,16,36,0,215,0,1,0,3,1
3607,Centro,1,31,2,2557,1,0,0,3,4,10,37,0,115,0,1,1,3,1
3608,Centro,2,34,1,2557,1,0,0,0,3,8,18,5,500,0,1,0,2,0
3609,Sur,1,32,2,2557,0,0,0,0,4,1,5,0,44,0,1,0,,
3610,Centro,2,31,1,3101,0,1,4,5,4,14,29,5,476,1,0,0,,
3611,Sur,1,36,2,2557,0,0,0,0,4,13,11,0,145,2,1,0,2,0
3612,Centro,2,32,2,2557,1,3,3,0,4,16,16,0,193,0,1,0,,
3613,Sur,2,34,1,2402,1,0,2,0,4,14,35,0,354,0,0,0,3,0
3614,Sur,1,31,2,2557,1,0,1,0,4,8,19,0,189,0,1,0,2,0
3615,Sur,1,28,2,2600,0,0,0,0,4,10,25,0,156,2,1,1,4,1
3616,Centro,2,33,1,2557,1,1,2,2,4,8,21,0,245,0,1,0,2,0
3617,Centro,1,31,1,2557,1,1,3,1,2,18,21,0,393,0,1,0,,
3618,Centro,1,36,2,2557,1,3,0,0,4,14,61,41,500,1,1,0,,
3619,Centro,2,33,2,855,1,0,3,0,4,4,57,0,29,0,1,1,2,0
3620,Centro,2,29,2,855,0,0,0,0,4,2,4,0,32,0,1,0,,
3621,Centro,1,32,2,855,0,0,0,0,4,6,25,0,48,0,1,1,3,0
3622,Centro,2,33,1,855,1,0,1,0,2,10,64,3,55,0,1,0,2,0
3623,Centro,2,34,2,855,0,0,0,0,4,14,11,0,500,0,1,0,2,0
3624,Centro,1,32,2,855,1,3,5,4,4,16,78,0,500,4,1,0,4,1
3625,Centro,2,33,2,855,1,0,0,0,4,10,42,0,122,0,1,0,3,1
3626,Centro,1,33,2,855,1,0,0,2,4,10,51,5,51,3,1,1,2,0
3627,Centro,1,32,2,855,1,2,1,0,4,8,46,0,500,0,1,0,2,0
3628,Norte,2,34,2,855,1,0,0,1,4,8,18,1,265,0,1,1,4,1
3629,Centro,1,34,2,855,0,0,0,0,4,7,35,0,280,0,1,0,3,1
3630,Centro,2,34,2,3145,1,0,0,0,4,14,30,0,500,0,1,1,3,0
3632,Centro,2,30,2,3145,1,0,0,0,4,16,82,51,500,0,1,0,2,1
3633,Centro,2,34,2,3145,1,2,0,1,4,10,53,0,339,0,1,1,3,0
3635,Centro,1,32,2,3145,1,1,0,2,4,10,33,69,500,2,1,0,2,0
3636,Centro,2,33,2,3145,1,0,0,1,4,10,72,10,149,0,1,0,2,0
3638,Centro,2,35,2,3145,1,0,1,2,4,8,22,12,500,0,1,0,2,0
3639,Centro,2,35,1,3145,1,2,0,1,4,10,37,0,137,0,1,0,2,0
3640,Centro,2,31,2,3145,1,0,2,0,4,14,46,11,500,0,1,1,2,0
3641,Centro,2,31,1,2213,1,2,1,1,4,6,89,0,72,1,1,1,4,1
3642,Centro,2,36,1,3145,1,1,0,0,4,10,31,0,333,0,1,0,2,0
3643,Norte,2,32,2,3145,1,0,1,0,4,8,22,0,500,0,1,1,3,1
3644,Centro,2,33,2,2325,1,0,3,2,4,8,48,0,79,0,1,0,3,1
3645,Centro,2,33,2,2325,1,2,5,0,4,16,48,10,156,0,1,1,4,1
3646,Sur,2,31,2,2325,1,0,0,0,3,10,14,10,500,0,1,0,2,0
3647,Centro,1,31,2,2325,1,0,0,1,2,4,73,0,500,0,1,1,3,1
3648,Centro,2,36,1,2325,1,2,0,0,2,0,33,0,486,1,1,1,3,1
3649,Sur,2,31,2,2325,1,0,0,0,4,12,31,2,166,0,1,0,2,0
3650,Sur,2,33,1,2325,1,0,0,0,1,7,28,0,97,0,1,0,4,1
3651,Centro,1,32,2,364,1,0,1,0,4,6,58,0,109,0,1,0,3,1
